# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Uelm_Ex
# 18 Uelm_Ey
# 19 Uelm_Ez
# 20 Uelm_Bx_m
# 21 Uelm_By_m
# 22 Uelm_Bz_m
# 23 ExMin
# 24 ExMinCell
# 25 ExMax
# 26 ExMaxCell
# 27 EyMin
# 28 EyMinCell
# 29 EyMax
# 30 EyMaxCell
# 31 EzMin
# 32 EzMinCell
# 33 EzMax
# 34 EzMaxCell
# 35 Bx_mMin
# 36 Bx_mMinCell
# 37 Bx_mMax
# 38 Bx_mMaxCell
# 39 By_mMin
# 40 By_mMinCell
# 41 By_mMax
# 42 By_mMaxCell
# 43 Bz_mMin
# 44 Bz_mMinCell
# 45 Bz_mMax
# 46 Bz_mMaxCell
# 47 JxMin
# 48 JxMinCell
# 49 JxMax
# 50 JxMaxCell
# 51 JyMin
# 52 JyMinCell
# 53 JyMax
# 54 JyMaxCell
# 55 JzMin
# 56 JzMinCell
# 57 JzMax
# 58 JzMaxCell
# 59 RhoMin
# 60 RhoMinCell
# 61 RhoMax
# 62 RhoMaxCell
# 63 PoyXmin
# 64 PoyXminInst
# 65 PoyXmax
# 66 PoyXmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyXmax         PoyXmaxInst
    2.9875930137e+01    1.0826878201e-01    2.2050114434e-28    2.0366087088e-27    1.8161075645e-27    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0366087088e-27    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.8161075645e-27    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.0164296614e-28    0.0000000000e+00    1.1349657427e-27    0.0000000000e+00    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450   -6.3174218617e-17                  30    1.0133406981e-13                   0    0.0000000000e+00                 450    0.0000000000e+00                 450   -1.1337944024e-13                   0    6.2947945484e-17                  31    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525    1.8161075645e-27    6.3932677602e-28    0.0000000000e+00    0.0000000000e+00
    3.0183929417e+01    1.0254918968e-01    1.6852001209e-27    1.6433090561e-26    1.4747890440e-26    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.6433090561e-26    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.4747890440e-26    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.3287682494e-27    0.0000000000e+00    9.1043223114e-27    0.0000000000e+00    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150   -6.3232829269e-17                  35    2.8228274603e-13                   0    0.0000000000e+00                 150    0.0000000000e+00                 150   -3.1386472804e-13                   0    6.2889537196e-17                  36    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    1.4747890440e-26    4.9557459032e-27    0.0000000000e+00    0.0000000000e+00
    3.0491928697e+01    9.7626097135e-02    1.1607084333e-26    1.1889325369e-25    1.0728616936e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.1889325369e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0728616936e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.3356422854e-26    0.0000000000e+00    6.5536830836e-26    0.0000000000e+00    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150   -6.3264448696e-17                  40    7.4579660376e-13                   0    0.0000000000e+00                 375    0.0000000000e+00                 375   -8.2467192602e-13                   0    6.2808732089e-17                  41    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    1.0728616936e-25    3.4560011171e-26    0.0000000000e+00    0.0000000000e+00
    3.0799927976e+01    9.3097597394e-02    7.2678557570e-26    7.8067060379e-25    7.0799204623e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.8067060379e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.0799204623e-25    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.5235170462e-25    0.0000000000e+00    4.2831889917e-25    0.0000000000e+00    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150   -6.3270093077e-17                  45    1.8778980385e-12                   0    0.0000000000e+00                 150    0.0000000000e+00                 150   -2.0657749975e-12                   0    6.2706415443e-17                  46    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    7.0799204623e-25    2.1892900721e-25    0.0000000000e+00    0.0000000000e+00
    3.1107927256e+01    8.8703290854e-02    4.1491639493e-25    4.6775761185e-24    4.2626597236e-24    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.6775761185e-24    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.2626597236e-24    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.1228280901e-24    0.0000000000e+00    2.5547480284e-24    0.0000000000e+00    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225   -6.3250750076e-17                  50    4.5145898455e-12                   0    0.0000000000e+00                 225    0.0000000000e+00                 225   -4.9408838320e-12                   0    6.2656722788e-17                  50    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    4.2626597236e-24    1.2642565481e-24    0.0000000000e+00    0.0000000000e+00
    3.1415926536e+01    8.4233983118e-02    2.1558763953e-24    2.5593903025e-23    2.3438026629e-23    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.5593903025e-23    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.3438026629e-23    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.1679809596e-23    0.0000000000e+00    1.3914093429e-23    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -6.3207379542e-17                  55    1.0356393939e-11                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -1.1274208430e-11                   0    6.2761219114e-17                  55    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    2.3438026629e-23    6.6473894460e-24    0.0000000000e+00    0.0000000000e+00
    3.1723925816e+01    7.9474731352e-02    1.0127819155e-23    1.2743445599e-22    1.1730663683e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2743445599e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.1730663683e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.8495785531e-23    0.0000000000e+00    6.8938670455e-23    0.0000000000e+00    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375   -6.3140914191e-17                  60    2.2602219909e-11                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -2.4462909960e-11                   0    6.2837161025e-17                  60    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    1.1730663683e-22    3.1633634823e-23    0.0000000000e+00    0.0000000000e+00
    3.2031925095e+01    7.4145603290e-02    4.2451030499e-23    5.7253604550e-22    5.3008501501e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.7253604550e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.3008501501e-22    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.6451859758e-22    0.0000000000e+00    3.0801744792e-22    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -6.3052260273e-17                  65    4.6643016929e-11                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -5.0144419286e-11                   0    6.2885606835e-17                  65    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                 225    0.0000000000e+00                 225    5.3008501501e-22    1.3458120282e-22    0.0000000000e+00    0.0000000000e+00
    3.2339924375e+01    6.7802922181e-02    1.5494089615e-22    2.2851654643e-21    2.1302245681e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.2851654643e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.1302245681e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0638691220e-21    0.0000000000e+00    1.2212963423e-21    0.0000000000e+00    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150   -6.2942298223e-17                  70    8.9993159102e-11                   0    0.0000000000e+00                 150    0.0000000000e+00                 150   -9.5935828413e-11                   0    6.2907585339e-17                  70    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    2.1302245681e-21    5.0037948162e-22    0.0000000000e+00    0.0000000000e+00
    3.2647923655e+01    5.9619439675e-02    4.6977013854e-22    7.8794792622e-21    7.4097091237e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.8794792622e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.4097091237e-21    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.7042417369e-21    0.0000000000e+00    4.1752375253e-21    0.0000000000e+00    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75   -6.2971564759e-17                  74    1.5885846369e-10                   0    0.0000000000e+00                  75    0.0000000000e+00                  75   -1.6734495310e-10                   0    6.2904096531e-17                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    7.4097091237e-21    1.5565928620e-21    0.0000000000e+00    0.0000000000e+00
    3.2955922935e+01    4.7802922922e-02    1.0640971380e-21    2.2260085220e-20    2.1195988082e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.2260085220e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.1195988082e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0610964521e-20    0.0000000000e+00    1.1649120699e-20    0.0000000000e+00    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375   -6.3066587459e-17                  78    2.4458059692e-10                   0    0.0000000000e+00                 375    0.0000000000e+00                 375   -2.5243556571e-10                   0    6.2876112310e-17                  79    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    2.1195988082e-20    3.6795162626e-21    0.0000000000e+00    0.0000000000e+00
    3.3263922214e+01    2.8071083821e-02    1.2942157678e-21    4.6104944720e-20    4.4810728952e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.6104944720e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4810728952e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.2482956227e-20    0.0000000000e+00    2.3621988493e-20    0.0000000000e+00    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300   -6.3133296719e-17                  83    2.8697819948e-10                   1    0.0000000000e+00                 300    0.0000000000e+00                 300   -2.8578800909e-10                   1    6.2824577166e-17                  84    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    4.4810728952e-20    4.9450504081e-21    0.0000000000e+00    0.0000000000e+00
    3.3571921494e+01    3.1216803095e-03    1.7940180302e-22    5.7469627007e-20    5.7290225204e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.7469627007e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.7290225204e-20    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.8830045764e-20    0.0000000000e+00    2.8639581244e-20    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -6.3172745305e-17                  88    2.8678013756e-10                   6    0.0000000000e+00                 225    0.0000000000e+00                 225   -2.8598924434e-10                   6    6.2750408854e-17                  89    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    5.7290225204e-20    2.3429740166e-22    0.0000000000e+00    0.0000000000e+00
    3.3879920774e+01    1.4025559443e-01    2.5986236535e-20    1.8527771845e-19    1.5929148192e-19    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.8527771845e-19    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.5929148192e-19    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.8934614813e-20    0.0000000000e+00    1.0634310364e-19    0.0000000000e+00    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75   -9.8624309556e-10                   0    2.8651618710e-10                  11    0.0000000000e+00                 450    0.0000000000e+00                 450   -2.8611310444e-10                  11    1.1947489299e-09                   0    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    1.5929148192e-19    6.1200005776e-20    0.0000000000e+00    0.0000000000e+00
    3.4187920054e+01    1.2924615762e-01    4.0044989349e-19    3.0983504721e-18    2.6979005786e-18    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.0983504721e-18    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.6979005786e-18    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.3379571336e-18    0.0000000000e+00    1.7603933385e-18    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -4.2261147224e-09                   0    2.8618834398e-10                  16    0.0000000000e+00                 225    0.0000000000e+00                 225   -2.8616182274e-10                  16    4.8000859782e-09                   0    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    2.6979005786e-18    1.1130734785e-18    0.0000000000e+00    0.0000000000e+00
    3.4495919334e+01    1.0635321619e-01    3.3166849235e-18    3.1185562997e-17    2.7868878074e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.1185562997e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.7868878074e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.3859392289e-17    0.0000000000e+00    1.7326170708e-17    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                 150    0.0000000000e+00                 150   -1.2532309238e-08                   0    2.8640508201e-10                  20    0.0000000000e+00                  75    0.0000000000e+00                  75   -2.8613758633e-10                  21    1.3906711520e-08                   0    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    2.7868878074e-17    9.7558334651e-18    0.0000000000e+00    0.0000000000e+00
    3.4803918613e+01    9.2411297559e-02    2.0186465412e-17    2.1844153200e-16    1.9825506658e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.1844153200e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.9825506658e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.8756529515e-17    0.0000000000e+00    1.1968500248e-16    0.0000000000e+00    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150   -3.1458695247e-08                   0    2.8666690993e-10                  25    0.0000000000e+00                 450    0.0000000000e+00                 450   -2.8604253689e-10                  26    3.4427951404e-08                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    1.9825506658e-16    6.1354670384e-17    0.0000000000e+00    0.0000000000e+00
    3.5111917893e+01    8.2316330081e-02    9.9231770439e-17    1.2054931305e-15    1.1062613600e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2054931305e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.1062613600e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.5169680519e-16    0.0000000000e+00    6.5379632529e-16    0.0000000000e+00    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375   -7.0660255842e-08                   0    2.8684941652e-10                  30    0.0000000000e+00                 450    0.0000000000e+00                 450   -2.8587877142e-10                  31    7.6515489871e-08                   0    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    0.0000000000e+00                 375    1.1062613600e-15    3.0909794218e-16    0.0000000000e+00    0.0000000000e+00
    3.5419917173e+01    7.3779991400e-02    4.0739294508e-16    5.5217266545e-15    5.1143337094e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.5217266545e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.1143337094e-15    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.5529210585e-15    0.0000000000e+00    2.9688055960e-15    0.0000000000e+00    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525    0.0000000000e+00                 525   -1.4482739497e-07                   0    2.8695487720e-10                  35    0.0000000000e+00                  75    0.0000000000e+00                  75   -2.8564834304e-10                  36    1.5534279810e-07                   0    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    5.1143337094e-15    1.2969032140e-15    0.0000000000e+00    0.0000000000e+00
    3.5727916453e+01    6.5605319469e-02    1.4033929229e-15    2.1391450179e-14    1.9988057256e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.1391450179e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.9988057256e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9858988395e-15    0.0000000000e+00    1.1405551339e-14    0.0000000000e+00    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75   -2.7194725372e-07                   0    2.8698552041e-10                  40    0.0000000000e+00                  75    0.0000000000e+00                  75   -2.8535326172e-10                  41    2.8885478958e-07                   0    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    1.9988057256e-14    4.5671233563e-15    0.0000000000e+00    0.0000000000e+00
    3.6035915732e+01    5.6863206324e-02    3.9786711369e-15    6.9969166251e-14    6.5990495114e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.9969166251e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.5990495114e-14    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2996541995e-14    0.0000000000e+00    3.6972624256e-14    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0   -4.6406338068e-07                   0    2.8694352840e-10                  45    0.0000000000e+00                  75    0.0000000000e+00                  75   -2.8523724167e-10                  45    4.8729405516e-07                   0    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                  75    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    0.0000000000e+00                 450    6.5990495114e-14    1.3280966743e-14    0.0000000000e+00    0.0000000000e+00
    3.6343915012e+01    4.6398611809e-02    8.7717496414e-15    1.8905198452e-13    1.8028023488e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.8905198452e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.8028023488e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.0229857940e-14    0.0000000000e+00    9.8822126579e-14    0.0000000000e+00    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                  75    0.0000000000e+00                  75   -7.0158971565e-07                   0    2.8683103805e-10                  50    0.0000000000e+00                 300    0.0000000000e+00                 300   -2.8553851578e-10                  50    7.2506603535e-07                   0    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    0.0000000000e+00                 150    1.8028023488e-13    3.0300377083e-14    0.0000000000e+00    0.0000000000e+00
    3.6651914292e+01    3.2199803492e-02    1.2894853412e-14    4.0046373002e-13    3.8756887661e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.0046373002e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.8756887661e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.9421294185e-13    0.0000000000e+00    2.0625078817e-13    0.0000000000e+00    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225   -8.7733970543e-07                   0    2.8665014163e-10                  55    0.0000000000e+00                 225    0.0000000000e+00                 225   -2.8575960158e-10                  55    8.8065918912e-07                   0    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    3.8756887661e-13    4.7231963812e-14    0.0000000000e+00    0.0000000000e+00
    3.6959913572e+01    1.1422579139e-02    6.8415246535e-15    5.9894745047e-13    5.9210592582e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9894745047e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9210592582e-13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.9720752978e-13    0.0000000000e+00    3.0173992069e-13    0.0000000000e+00    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225    0.0000000000e+00                 225   -8.8387380215e-07                   4    2.8640288758e-10                  60    0.0000000000e+00                   0    0.0000000000e+00                   0   -2.8590278998e-10                  60    8.7994780466e-07                   5    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                   0    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    0.0000000000e+00                 300    5.9210592582e-13    2.9225832822e-14    0.0000000000e+00    0.0000000000e+00
